sample	group	feature	value	view
M2069	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.00024681455	metagenomics
M2072	nonIBD	UNGROUPED	13636.0	proteomics
M2072	nonIBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	216.0	proteomics
M2072	nonIBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	140.0	proteomics
M2072	nonIBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	85.0	proteomics
M2072	nonIBD	K01805: xylose isomerase [EC:5.3.1.5]	101.0	proteomics
M2072	nonIBD	K02358: elongation factor EF-Tu	270.0	proteomics
M2072	nonIBD	K01812: glucuronate isomerase [EC:5.3.1.12]	51.0	proteomics
M2072	nonIBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	13.0	proteomics
M2072	nonIBD	K03521: electron transfer flavoprotein beta subunit	29.0	proteomics
M2072	nonIBD	K00024: malate dehydrogenase [EC:1.1.1.37]	53.0	proteomics
M2072	nonIBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	64.0	proteomics
M2072	nonIBD	K02967: small subunit ribosomal protein S2	24.0	proteomics
M2072	nonIBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	91.0	proteomics
M2072	nonIBD	K04043: molecular chaperone DnaK	102.0	proteomics
M2072	nonIBD	K04077: chaperonin GroEL	98.0	proteomics
M2072	nonIBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	8.0	proteomics
M2072	nonIBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	13.0	proteomics
M2072	nonIBD	K02357: elongation factor EF-Ts	46.0	proteomics
M2072	nonIBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	69.0	proteomics
M2072	nonIBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	71.0	proteomics
M2072	nonIBD	K07175: PhoH-like ATPase	3.0	proteomics
M2072	nonIBD	K00615: transketolase [EC:2.2.1.1]	4.0	proteomics
M2072	nonIBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	27.0	proteomics
M2072	nonIBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	2.0	proteomics
M2072	nonIBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	1.0	proteomics
M2072	nonIBD	IGHG1	23046.0	transcriptomics
M2072	nonIBD	PIGR	456088.0	transcriptomics
M2072	nonIBD	IGHA1	197766.0	transcriptomics
M2072	nonIBD	IGHM	74334.0	transcriptomics
M2072	nonIBD	REG1A	567177.0	transcriptomics
M2072	nonIBD	IGHA2	118900.0	transcriptomics
M2072	nonIBD	IGJ	323229.0	transcriptomics
M2072	nonIBD	OLFM4	129868.0	transcriptomics
M2072	nonIBD	CEACAM5	114806.0	transcriptomics
M2072	nonIBD	REG1B	226018.0	transcriptomics
M2072	nonIBD	ITLN1	38776.0	transcriptomics
M2072	nonIBD	B2M	629785.0	transcriptomics
M2072	nonIBD	IGKV3-20	36283.0	transcriptomics
M2072	nonIBD	MMP1	358.0	transcriptomics
M2072	nonIBD	CLCA1	406259.0	transcriptomics
M2072	nonIBD	COL3A1	44230.0	transcriptomics
M2072	nonIBD	ALDOB	468901.0	transcriptomics
M2072	nonIBD	hsa-mir-6723	10360.0	transcriptomics
M2072	nonIBD	IGKV3-11	21703.0	transcriptomics
M2072	nonIBD	AGR2	118168.0	transcriptomics
M2072	nonIBD	LCN2	8835.0	transcriptomics
M2072	nonIBD	MMP3	82.0	transcriptomics
M2072	nonIBD	SLC26A3	228708.0	transcriptomics
M2072	nonIBD	IGHV3-23	30443.0	transcriptomics
M2072	nonIBD	EEF1A1	671250.0	transcriptomics
M2072	nonIBD	PWY-6737: starch degradation V	0.38122879	metagenomics
M2072	nonIBD	PPGPPMET-PWY: ppGpp biosynthesis	0.00250621394	metagenomics
M2072	nonIBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0028982870000000003	metagenomics
M2072	nonIBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.1990009	metagenomics
M2072	nonIBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.28856194	metagenomics
M2072	nonIBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.28856194	metagenomics
M2072	nonIBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.035810687	metagenomics
M2072	nonIBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.056854438	metagenomics
M2072	nonIBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.035384458	metagenomics
M2072	nonIBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.08644433	metagenomics
M2072	nonIBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.001190265	metagenomics
M2072	nonIBD	PWY-6609: adenine and adenosine salvage III	0.2004931	metagenomics
M2072	nonIBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.001225144	metagenomics
M2072	nonIBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.0007820349	metagenomics
M2072	nonIBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.001679011	metagenomics
M2072	nonIBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.12400916	metagenomics
M2072	nonIBD	PWY-6737: starch degradation V|unclassified	0.083215134	metagenomics
M2072	nonIBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	5.40845e-05	metagenomics
M2072	nonIBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	2.431571e-05	metagenomics
M2072	nonIBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.0006163995	metagenomics
M2072	nonIBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.00035610920000000003	metagenomics
M2072	nonIBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.006756496	metagenomics
M2072	nonIBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.000951751	metagenomics
M2072	nonIBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.00032803789999999997	metagenomics
M2072	nonIBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.00032803789999999997	metagenomics
M2075	nonIBD	UNGROUPED	19104.0	proteomics
M2075	nonIBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	364.0	proteomics
M2075	nonIBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	144.0	proteomics
M2075	nonIBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	127.0	proteomics
M2075	nonIBD	K01805: xylose isomerase [EC:5.3.1.5]	158.0	proteomics
M2075	nonIBD	K02358: elongation factor EF-Tu	446.0	proteomics
M2075	nonIBD	K01812: glucuronate isomerase [EC:5.3.1.12]	63.0	proteomics
M2075	nonIBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	34.0	proteomics
M2075	nonIBD	K03521: electron transfer flavoprotein beta subunit	58.0	proteomics
M2075	nonIBD	K00024: malate dehydrogenase [EC:1.1.1.37]	97.0	proteomics
M2075	nonIBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	75.0	proteomics
M2075	nonIBD	K02967: small subunit ribosomal protein S2	67.0	proteomics
M2075	nonIBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	106.0	proteomics
M2075	nonIBD	K04043: molecular chaperone DnaK	256.0	proteomics
M2075	nonIBD	K04077: chaperonin GroEL	322.0	proteomics
M2075	nonIBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	3.0	proteomics
M2075	nonIBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	5.0	proteomics
M2075	nonIBD	K02357: elongation factor EF-Ts	77.0	proteomics
M2075	nonIBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	117.0	proteomics
M2075	nonIBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	95.0	proteomics
M2075	nonIBD	K07175: PhoH-like ATPase	30.0	proteomics
M2075	nonIBD	K00615: transketolase [EC:2.2.1.1]	5.0	proteomics
M2075	nonIBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	28.0	proteomics
M2075	nonIBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	3.0	proteomics
M2075	nonIBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	6.0	proteomics
M2075	nonIBD	IGHG1	15231.0	transcriptomics
M2075	nonIBD	PIGR	447530.0	transcriptomics
M2075	nonIBD	IGHA1	155678.0	transcriptomics
M2075	nonIBD	IGHM	38704.0	transcriptomics
M2075	nonIBD	REG1A	357.0	transcriptomics
M2075	nonIBD	IGHA2	49623.0	transcriptomics
M2075	nonIBD	IGJ	292644.0	transcriptomics
M2075	nonIBD	OLFM4	1931.0	transcriptomics
M2075	nonIBD	CEACAM5	126066.0	transcriptomics
M2075	nonIBD	REG1B	111.0	transcriptomics
M2075	nonIBD	ITLN1	29051.0	transcriptomics
M2075	nonIBD	B2M	275670.0	transcriptomics
M2075	nonIBD	IGKV3-20	31232.0	transcriptomics
M2075	nonIBD	MMP1	133.0	transcriptomics
M2075	nonIBD	CLCA1	82807.0	transcriptomics
M2075	nonIBD	COL3A1	24151.0	transcriptomics
M2075	nonIBD	ALDOB	384.0	transcriptomics
M2075	nonIBD	hsa-mir-6723	7587.0	transcriptomics
M2075	nonIBD	IGKV3-11	15504.0	transcriptomics
M2075	nonIBD	AGR2	65991.0	transcriptomics
M2075	nonIBD	LCN2	2740.0	transcriptomics
M2075	nonIBD	MMP3	66.0	transcriptomics
M2075	nonIBD	SLC26A3	188711.0	transcriptomics
M2075	nonIBD	IGHV3-23	19327.0	transcriptomics
M2075	nonIBD	EEF1A1	385318.0	transcriptomics
M2075	nonIBD	PWY-6737: starch degradation V	0.21093065	metagenomics
M2075	nonIBD	PPGPPMET-PWY: ppGpp biosynthesis	0.00323784326	metagenomics
M2075	nonIBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.000399631	metagenomics
M2075	nonIBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.11937851000000001	metagenomics
M2075	nonIBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.1679565	metagenomics
M2075	nonIBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.167933	metagenomics
M2075	nonIBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.05167678	metagenomics
M2075	nonIBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.034063168	metagenomics
M2075	nonIBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.05051553	metagenomics
M2075	nonIBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.07368542	metagenomics
M2075	nonIBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.000435475	metagenomics
M2075	nonIBD	PWY-6609: adenine and adenosine salvage III	0.07863997	metagenomics
M2075	nonIBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.000275198	metagenomics
M2075	nonIBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.0001415099	metagenomics
M2075	nonIBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.00028175309999999996	metagenomics
M2075	nonIBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.066539894	metagenomics
M2075	nonIBD	PWY-6737: starch degradation V|unclassified	0.064447721	metagenomics
M2075	nonIBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	4.81569e-05	metagenomics
M2075	nonIBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.016041418	metagenomics
M2075	nonIBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.00011945490000000001	metagenomics
M2075	nonIBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0001539026	metagenomics
M2075	nonIBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.001004367	metagenomics
M2075	nonIBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.00017798549999999998	metagenomics
M2075	nonIBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0001165805	metagenomics
M2075	nonIBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.0001165805	metagenomics
M2084	nonIBD	UNGROUPED	15981.0	proteomics
M2084	nonIBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	364.0	proteomics
M2084	nonIBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	224.0	proteomics
M2084	nonIBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	160.0	proteomics
M2084	nonIBD	K01805: xylose isomerase [EC:5.3.1.5]	81.0	proteomics
M2084	nonIBD	K02358: elongation factor EF-Tu	404.0	proteomics
M2084	nonIBD	K01812: glucuronate isomerase [EC:5.3.1.12]	55.0	proteomics
M2084	nonIBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	15.0	proteomics
M2084	nonIBD	K03521: electron transfer flavoprotein beta subunit	41.0	proteomics
M2084	nonIBD	K00024: malate dehydrogenase [EC:1.1.1.37]	56.0	proteomics
M2084	nonIBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	62.0	proteomics
M2084	nonIBD	K02967: small subunit ribosomal protein S2	41.0	proteomics
M2084	nonIBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	137.0	proteomics
M2084	nonIBD	K04043: molecular chaperone DnaK	250.0	proteomics
M2084	nonIBD	K04077: chaperonin GroEL	289.0	proteomics
M2084	nonIBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	11.0	proteomics
M2084	nonIBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	0.0	proteomics
M2084	nonIBD	K02357: elongation factor EF-Ts	74.0	proteomics
M2084	nonIBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	94.0	proteomics
M2084	nonIBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	56.0	proteomics
M2084	nonIBD	K07175: PhoH-like ATPase	21.0	proteomics
M2084	nonIBD	K00615: transketolase [EC:2.2.1.1]	14.0	proteomics
M2084	nonIBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	26.0	proteomics
M2084	nonIBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
M2084	nonIBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	1.0	proteomics
M2084	nonIBD	IGHG1	87958.0	transcriptomics
M2084	nonIBD	PIGR	427336.0	transcriptomics
M2084	nonIBD	IGHA1	177705.0	transcriptomics
M2084	nonIBD	IGHM	90476.0	transcriptomics
M2084	nonIBD	REG1A	170890.0	transcriptomics
M2084	nonIBD	IGHA2	106762.0	transcriptomics
M2084	nonIBD	IGJ	275761.0	transcriptomics
M2084	nonIBD	OLFM4	65666.0	transcriptomics
M2084	nonIBD	CEACAM5	119079.0	transcriptomics
M2084	nonIBD	REG1B	110732.0	transcriptomics
M2084	nonIBD	ITLN1	49860.0	transcriptomics
M2084	nonIBD	B2M	705588.0	transcriptomics
M2084	nonIBD	IGKV3-20	47369.0	transcriptomics
M2084	nonIBD	MMP1	836.0	transcriptomics
M2084	nonIBD	CLCA1	134184.0	transcriptomics
M2084	nonIBD	COL3A1	30293.0	transcriptomics
M2084	nonIBD	ALDOB	252044.0	transcriptomics
M2084	nonIBD	hsa-mir-6723	12059.0	transcriptomics
M2084	nonIBD	IGKV3-11	25989.0	transcriptomics
M2084	nonIBD	AGR2	94686.0	transcriptomics
M2084	nonIBD	LCN2	5314.0	transcriptomics
M2084	nonIBD	MMP3	162.0	transcriptomics
M2084	nonIBD	SLC26A3	184416.0	transcriptomics
M2084	nonIBD	IGHV3-23	28487.0	transcriptomics
M2084	nonIBD	EEF1A1	795834.0	transcriptomics
M2084	nonIBD	PWY-6737: starch degradation V	0.44973732	metagenomics
M2084	nonIBD	PPGPPMET-PWY: ppGpp biosynthesis	0.00048480655000000003	metagenomics
M2084	nonIBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.026205823	metagenomics
M2084	nonIBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.23086002	metagenomics
M2084	nonIBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.3280627	metagenomics
M2084	nonIBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.3280627	metagenomics
M2084	nonIBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.036852023	metagenomics
M2084	nonIBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.07652943	metagenomics
M2084	nonIBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.03687958	metagenomics
M2084	nonIBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.11090492	metagenomics
M2084	nonIBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.019898134	metagenomics
M2084	nonIBD	PWY-6609: adenine and adenosine salvage III	0.16206288	metagenomics
M2084	nonIBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.018244554	metagenomics
M2084	nonIBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.022283918	metagenomics
M2084	nonIBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.020045709	metagenomics
M2084	nonIBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.13290094	metagenomics
M2084	nonIBD	PWY-6737: starch degradation V|unclassified	0.12673261	metagenomics
M2084	nonIBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.022625326	metagenomics
M2084	nonIBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.029764985	metagenomics
M2084	nonIBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.021504072	metagenomics
M2084	nonIBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.017202549	metagenomics
M2084	nonIBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.022058058000000002	metagenomics
M2084	nonIBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.016208398	metagenomics
M2084	nonIBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.016104194	metagenomics
M2084	nonIBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.016104194	metagenomics
P6005	IBD	UNGROUPED	10911.0	proteomics
P6005	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	280.0	proteomics
P6005	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	146.0	proteomics
P6005	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	100.0	proteomics
P6005	IBD	K01805: xylose isomerase [EC:5.3.1.5]	83.0	proteomics
P6005	IBD	K02358: elongation factor EF-Tu	314.0	proteomics
P6005	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	40.0	proteomics
P6005	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	25.0	proteomics
P6005	IBD	K03521: electron transfer flavoprotein beta subunit	22.0	proteomics
P6005	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	65.0	proteomics
P6005	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	56.0	proteomics
P6005	IBD	K02967: small subunit ribosomal protein S2	69.0	proteomics
P6005	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	123.0	proteomics
P6005	IBD	K04043: molecular chaperone DnaK	187.0	proteomics
P6005	IBD	K04077: chaperonin GroEL	241.0	proteomics
P6005	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	17.0	proteomics
P6005	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	0.0	proteomics
P6005	IBD	K02357: elongation factor EF-Ts	58.0	proteomics
P6005	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	94.0	proteomics
P6005	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	73.0	proteomics
P6005	IBD	K07175: PhoH-like ATPase	30.0	proteomics
P6005	IBD	K00615: transketolase [EC:2.2.1.1]	5.0	proteomics
P6005	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	33.0	proteomics
P6005	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
P6005	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	3.0	proteomics
P6005	IBD	IGHG1	148546.0	transcriptomics
P6005	IBD	PIGR	745898.0	transcriptomics
P6005	IBD	IGHA1	369757.0	transcriptomics
P6005	IBD	IGHM	123907.0	transcriptomics
P6005	IBD	REG1A	530385.0	transcriptomics
P6005	IBD	IGHA2	152894.0	transcriptomics
P6005	IBD	IGJ	520506.0	transcriptomics
P6005	IBD	OLFM4	310584.0	transcriptomics
P6005	IBD	CEACAM5	220026.0	transcriptomics
P6005	IBD	REG1B	155284.0	transcriptomics
P6005	IBD	ITLN1	58027.0	transcriptomics
P6005	IBD	B2M	681232.0	transcriptomics
P6005	IBD	IGKV3-20	191778.0	transcriptomics
P6005	IBD	MMP1	20758.0	transcriptomics
P6005	IBD	CLCA1	300803.0	transcriptomics
P6005	IBD	COL3A1	194304.0	transcriptomics
P6005	IBD	ALDOB	66962.0	transcriptomics
P6005	IBD	hsa-mir-6723	10554.0	transcriptomics
P6005	IBD	IGKV3-11	78673.0	transcriptomics
P6005	IBD	AGR2	116063.0	transcriptomics
P6005	IBD	LCN2	79059.0	transcriptomics
P6005	IBD	MMP3	15207.0	transcriptomics
P6005	IBD	SLC26A3	291682.0	transcriptomics
P6005	IBD	IGHV3-23	149682.0	transcriptomics
P6005	IBD	EEF1A1	763085.0	transcriptomics
P6005	IBD	PWY-6737: starch degradation V	1.2274616	metagenomics
P6005	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.0039986186	metagenomics
P6005	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.06095477	metagenomics
P6005	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.15509286	metagenomics
P6005	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.2321079	metagenomics
P6005	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.2321079	metagenomics
P6005	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.06566032	metagenomics
P6005	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.038523866000000004	metagenomics
P6005	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.06592562	metagenomics
P6005	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.120466	metagenomics
P6005	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.04694353	metagenomics
P6005	IBD	PWY-6609: adenine and adenosine salvage III	0.12462929	metagenomics
P6005	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.04544758	metagenomics
P6005	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.05215045	metagenomics
P6005	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.04579362	metagenomics
P6005	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.059921191	metagenomics
P6005	IBD	PWY-6737: starch degradation V|unclassified	0.04959166	metagenomics
P6005	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.0401843	metagenomics
P6005	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.05329436	metagenomics
P6005	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.04917817	metagenomics
P6005	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.04476574	metagenomics
P6005	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.04431612	metagenomics
P6005	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.04212494	metagenomics
P6005	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.04326042	metagenomics
P6005	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.04326042	metagenomics
P6009	IBD	UNGROUPED	8340.0	proteomics
P6009	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	127.0	proteomics
P6009	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	38.0	proteomics
P6009	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	58.0	proteomics
P6009	IBD	K01805: xylose isomerase [EC:5.3.1.5]	87.0	proteomics
P6009	IBD	K02358: elongation factor EF-Tu	49.0	proteomics
